Reading,moteid,humidity,temperature,label
2859,1,44.75,28.03,0
2860,1,44.78,28.03,0
2861,1,44.75,28.03,0
2862,1,44.78,28.03,0
2863,1,44.75,28.03,0
2864,1,44.78,28.03,0
2865,1,44.78,28.03,0
2866,1,44.75,28.03,0
2867,1,44.78,28.03,0
2868,1,44.78,28.03,0
2869,1,44.75,28.03,0
2870,1,44.75,28.04,0
2871,1,44.75,28.03,0
2872,1,44.75,28.03,0
2873,1,44.75,28.05,0
2874,1,44.71,28.03,0
2875,1,44.71,28.04,0
2876,1,44.71,28.03,0
2877,1,44.71,28.03,0
2878,1,44.71,28.03,0
2879,1,44.71,28.04,0
2880,1,44.71,28.04,0
2881,1,44.71,28.03,0
2882,1,44.71,28.03,0
2883,1,44.71,28.04,0
2884,1,44.71,28.04,0
2885,1,44.71,28.03,0
2886,1,44.71,28.04,0
2887,1,44.71,28.04,0
2888,1,44.71,28.04,0
2889,1,44.75,28.03,0
2890,1,44.71,28.03,0
2891,1,44.71,28.04,0
2892,1,44.71,28.05,0
2893,1,44.71,28.03,0
2894,1,44.71,28.04,0
2895,1,44.75,28.04,0
2896,1,44.75,28.04,0
2897,1,44.71,28.03,0
2898,1,44.71,28.03,0
2899,1,44.71,28.04,0
2900,1,44.71,28.03,0
2901,1,44.71,28.05,0
2902,1,44.75,28.03,0
2903,1,44.71,28.03,0
2904,1,44.71,28.04,0
2905,1,44.71,28.03,0
2906,1,44.75,28.03,0
2907,1,44.75,28.02,0
2908,1,44.75,28.03,0
2909,1,44.75,28.03,0
2910,1,44.75,28.03,0
2911,1,44.71,28.03,0
2912,1,44.71,28.04,0
2913,1,44.71,28.02,0
2914,1,44.71,28.03,0
2915,1,44.71,28.03,0
2916,1,44.71,28.02,0
2917,1,44.71,28.03,0
2918,1,44.71,28.03,0
2919,1,44.71,28.04,0
2920,1,44.71,28.03,0
2921,1,44.71,28.04,0
2922,1,44.71,28.04,0
2923,1,44.71,28.02,0
2924,1,44.71,28.03,0
2925,1,44.71,28.04,0
2926,1,44.71,28.04,0
2927,1,44.71,28.04,0
2928,1,44.71,28.03,0
2929,1,44.71,28.03,0
2930,1,44.71,28.03,0
2931,1,44.71,28.03,0
2932,1,44.71,28.04,0
2933,1,44.71,28.03,0
2934,1,44.71,28.04,0
2935,1,44.71,28.04,0
2936,1,44.71,28.05,0
2937,1,44.71,28.03,0
2938,1,44.71,28.04,0
2939,1,44.71,28.04,0
2940,1,44.71,28.04,0
2941,1,44.71,28.02,0
2942,1,44.71,28.03,0
2943,1,44.71,28.03,0
2944,1,44.71,28.03,0
2945,1,44.71,28.04,0
2946,1,44.71,28.03,0
2947,1,44.71,28.03,0
2948,1,44.71,28.04,0
2949,1,44.71,28.03,0
2950,1,44.71,28.03,0
2951,1,44.71,28.04,0
2952,1,44.71,28.04,0
2953,1,44.71,28.03,0
2954,1,44.71,28.04,0
2955,1,44.71,28.05,0
2956,1,44.71,28.03,0
2957,1,44.71,28.04,0
2958,1,44.68,28.04,0
2959,1,44.68,28.04,0
2960,1,44.71,28.04,0
2961,1,44.68,28.03,0
2962,1,44.71,28.04,0
2963,1,44.71,28.04,0
2964,1,44.68,28.04,0
2965,1,44.71,28.03,0
2966,1,44.68,28.02,0
2967,1,44.68,28.02,0
2968,1,44.68,28.03,0
2969,1,44.68,28.03,0
2970,1,44.65,28.02,0
2971,1,44.68,28.02,0
2972,1,44.68,28.03,0
2973,1,44.68,28.03,0
2974,1,44.68,28.03,0
2975,1,44.71,28.03,0
2976,1,44.71,28.03,0
2977,1,44.68,28.04,0
2978,1,44.71,28.03,0
2979,1,44.68,28.03,0
2980,1,44.71,28.03,0
2981,1,44.68,28.03,0
2982,1,44.68,28.03,0
2983,1,44.68,28.04,0
2984,1,44.68,28.03,0
2985,1,44.68,28.03,0
2986,1,44.65,28.03,0
2987,1,44.68,28.02,0
2988,1,44.65,28.04,0
2989,1,44.65,28.03,0
2990,1,44.65,28.03,0
2991,1,44.68,28.02,0
2992,1,44.68,28.03,0
2993,1,44.68,28.03,0
2994,1,44.68,28.03,0
2995,1,44.65,28.02,0
2996,1,44.65,28.03,0
2997,1,44.65,28.03,0
2998,1,44.65,28.03,0
2999,1,44.68,28.03,0
3000,1,44.68,28.04,0
3001,1,44.68,28.03,0
3002,1,44.65,28.02,0
3003,1,44.68,28.03,0
3004,1,44.68,28.02,0
3005,1,44.68,28.03,0
3006,1,44.68,28.03,0
3007,1,44.68,28.03,0
3008,1,44.68,28.03,0
3009,1,44.65,28.02,0
3010,1,44.65,28.02,0
3011,1,44.68,28.03,0
3012,1,44.65,28.03,0
3013,1,44.68,28.03,0
3014,1,44.65,28.03,0
3015,1,44.68,28.03,0
3016,1,44.68,28.04,0
3017,1,44.71,28.03,0
3018,1,44.68,28.04,0
3019,1,44.68,28.03,0
3020,1,44.68,28.03,0
3021,1,44.65,28.02,0
3022,1,44.65,28.04,0
3023,1,44.65,28.03,0
3024,1,44.65,28.04,0
3025,1,44.65,28.02,0
3026,1,44.61,28.03,0
3027,1,44.61,28.02,0
3028,1,44.65,28.02,0
3029,1,44.65,28.03,0
3030,1,44.65,28.03,0
3031,1,44.65,28.03,0
3032,1,44.65,28.03,0
3033,1,44.65,28.03,0
3034,1,44.65,28.04,0
3035,1,44.65,28.03,0
3036,1,44.65,28.04,0
3037,1,44.68,28.03,0
3038,1,44.65,28.03,0
3039,1,44.65,28.02,0
3040,1,44.68,28.03,0
3041,1,44.68,28.03,0
3042,1,44.68,28.03,0
3043,1,44.65,28.03,0
3044,1,44.65,28.02,0
3045,1,44.65,28.03,0
3046,1,44.65,28.03,0
3047,1,44.65,28.01,0
3048,1,44.65,28.02,0
3049,1,44.65,28.02,0
3050,1,44.65,28.03,0
3051,1,44.65,28.02,0
3052,1,44.65,28.02,0
3053,1,44.65,28.02,0
3054,1,44.61,28.02,0
3055,1,44.65,28.03,0
3056,1,44.65,28.03,0
3057,1,44.65,28.02,0
3058,1,44.65,28.03,0
3059,1,44.65,28.03,0
3060,1,44.65,28.03,0
3061,1,44.65,28.02,0
3062,1,44.65,28.01,0
3063,1,44.65,28.02,0
3064,1,44.61,28.02,0
3065,1,44.61,28.02,0
3066,1,44.65,28.02,0
3067,1,44.65,28.02,0
3068,1,44.65,28.03,0
3069,1,44.65,28.02,0
3070,1,44.65,28.02,0
3071,1,44.65,28.03,0
3072,1,44.65,28.03,0
3073,1,44.61,28.02,0
3074,1,44.65,28.03,0
3075,1,44.61,28.02,0
3076,1,44.65,28.02,0
3077,1,44.65,28.02,0
3078,1,44.65,28.03,0
3079,1,44.65,28.01,0
3080,1,44.65,28.01,0
3081,1,44.65,28.02,0
3082,1,44.65,28.02,0
3083,1,44.65,28.02,0
3084,1,44.65,28.02,0
3085,1,44.65,28.03,0
3086,1,44.65,28.03,0
3087,1,44.65,28.03,0
3088,1,44.65,28.03,0
3089,1,44.65,28.02,0
3090,1,44.65,28.03,0
3091,1,44.65,28.03,0
3092,1,44.65,28.02,0
3093,1,44.65,28.03,0
3094,1,44.65,28.03,0
3095,1,44.65,28.02,0
3096,1,44.65,28.03,0
3097,1,44.65,28.02,0
3098,1,44.65,28.03,0
3099,1,44.65,28.01,0
3100,1,44.65,28.03,0
3101,1,44.65,28.02,0
3102,1,44.65,28.03,0
3103,1,44.65,28.02,0
3104,1,44.61,28.03,0
3105,1,44.61,28.02,0
3106,1,44.65,28.02,0
3107,1,44.65,28.02,0
3108,1,44.65,28.02,0
3109,1,44.61,28.01,0
3110,1,44.65,28.02,0
3111,1,44.61,28.03,0
3112,1,44.65,28.02,0
3113,1,44.61,28.03,0
3114,1,44.61,28.02,0
3115,1,44.61,28.02,0
3116,1,44.61,28.02,0
3117,1,44.61,28.03,0
3118,1,44.61,28.03,0
3119,1,44.58,28.03,0
3120,1,44.58,28.04,0
3121,1,44.65,28.03,0
3122,1,44.61,28.02,0
3123,1,44.61,28.03,0
3124,1,44.61,28.03,0
3125,1,44.61,28.02,0
3126,1,44.58,28.03,0
3127,1,44.61,28.02,0
3128,1,44.58,28.02,0
3129,1,44.58,28.02,0
3130,1,44.61,28.01,0
3131,1,44.58,28.01,0
3132,1,44.58,28.02,0
3133,1,44.58,28.04,0
3134,1,44.58,28.02,0
3135,1,44.58,28.03,0
3136,1,44.58,28.03,0
3137,1,44.58,28.04,0
3138,1,44.61,28.03,0
3139,1,44.61,28.03,0
3140,1,44.61,28.03,0
3141,1,44.58,28.03,0
3142,1,44.61,28.02,0
3143,1,44.61,28.02,0
3144,1,44.61,28.02,0
3145,1,44.61,28.04,0
3146,1,44.61,28.03,0
3147,1,44.61,28.03,0
3148,1,44.61,28.03,0
3149,1,44.58,28.02,0
3150,1,44.61,28.04,0
3151,1,44.58,28.02,0
3152,1,44.58,28.03,0
3153,1,44.58,28.02,0
3154,1,44.58,28.03,0
3155,1,44.58,28.02,0
3156,1,44.58,28.02,0
3157,1,44.55,28.03,0
3158,1,44.55,28.02,0
3159,1,44.55,28.02,0
3160,1,44.58,28.02,0
3161,1,44.58,28.02,0
3162,1,44.58,28.01,0
3163,1,44.61,28.02,0
3164,1,44.58,28.02,0
3165,1,44.58,28.02,0
3166,1,44.61,28.03,0
3167,1,44.61,28.01,0
3168,1,44.58,28.02,0
3169,1,44.61,28.01,0
3170,1,44.61,28.01,0
3171,1,44.61,28.02,0
3172,1,44.61,28.03,0
3173,1,44.58,28.01,0
3174,1,44.58,28.02,0
3175,1,44.61,28.02,0
3176,1,44.61,28.01,0
3177,1,44.58,28,0
3178,1,44.61,28.02,0
3179,1,44.58,28,0
3180,1,44.61,28,0
3181,1,44.58,28.01,0
3182,1,44.58,28,0
3183,1,44.58,28,0
3184,1,44.58,28,0
3185,1,44.58,28.01,0
3186,1,44.58,28.01,0
3187,1,44.58,27.99,0
3188,1,44.58,28,0
3189,1,44.58,28.01,0
3190,1,44.58,28,0
3191,1,44.58,28.01,0
3192,1,44.65,28,0
3193,1,44.61,28,0
3194,1,44.61,28,0
3195,1,44.58,28,0
3196,1,44.65,28,0
3197,1,44.61,27.99,0
3198,1,44.61,28,0
3199,1,44.65,28.01,0
3200,1,44.61,28,0
3201,1,44.61,27.99,0
3202,1,44.61,28.01,0
3203,1,44.61,27.99,0
3204,1,44.65,27.99,0
3205,1,44.65,28,0
3206,1,44.61,28,0
3207,1,44.58,27.99,0
3208,1,44.61,27.99,0
3209,1,44.61,28,0
3210,1,44.65,28,0
3211,1,44.61,28,0
3212,1,44.61,28,0
3213,1,44.61,27.99,0
3214,1,44.61,27.99,0
3215,1,44.61,28,0
3216,1,44.61,27.99,0
3217,1,44.61,27.99,0
3218,1,44.58,27.99,0
3219,1,44.61,27.99,0
3220,1,44.61,27.98,0
3221,1,44.61,27.99,0
3222,1,44.58,27.99,0
3223,1,44.58,27.99,0
3224,1,44.58,27.98,0
3225,1,44.58,27.99,0
3226,1,44.58,27.98,0
3227,1,44.61,27.99,0
3228,1,44.65,27.99,0
3229,1,44.61,27.98,0
3230,1,44.58,27.97,0
3231,1,44.58,27.96,0
3232,1,44.61,27.94,0
3233,1,44.65,27.94,0
3234,1,44.68,27.93,0
3235,1,44.68,27.93,0
3236,1,44.68,27.92,0
3237,1,44.65,27.91,0
3238,1,44.65,27.91,0
3239,1,44.58,27.91,0
3240,1,44.52,27.9,0
3241,1,44.48,27.91,0
3242,1,44.45,27.9,0
3243,1,44.32,27.91,0
3244,1,44.25,27.9,0
3245,1,44.22,27.88,0
3246,1,44.18,27.87,0
3247,1,44.15,27.86,0
3248,1,44.15,27.86,0
3249,1,44.12,27.85,0
3250,1,44.12,27.83,0
3251,1,44.12,27.82,0
3252,1,44.15,27.83,0
3253,1,44.12,27.82,0
3254,1,44.12,27.83,0
3255,1,44.08,27.83,0
3256,1,44.08,27.83,0
3257,1,44.05,27.82,0
3258,1,44.02,27.8,0
3259,1,44.05,27.82,0
3260,1,43.98,27.81,0
3261,1,43.98,27.81,0
3262,1,43.98,27.79,0
3263,1,43.92,27.79,0
3264,1,43.85,27.78,0
3265,1,43.79,27.77,0
3266,1,43.75,27.77,0
3267,1,43.75,27.76,0
3268,1,43.79,27.76,0
3269,1,43.85,27.77,0
3270,1,43.88,27.76,0
3271,1,43.85,27.75,0
3272,1,43.85,27.75,0
3273,1,43.85,27.74,0
3274,1,43.85,27.73,0
3275,1,43.85,27.73,0
3276,1,43.88,27.71,0
3277,1,43.85,27.72,0
3278,1,43.82,27.72,0
3279,1,43.79,27.69,0
3280,1,43.82,27.68,0
3281,1,43.92,27.69,0
3282,1,43.85,27.69,0
3283,1,43.85,27.68,0
3284,1,43.82,27.68,0
3285,1,43.82,27.66,0
3286,1,43.79,27.65,0
3287,1,43.79,27.67,0
3288,1,43.79,27.67,0
3289,1,43.72,27.66,0
3290,1,43.65,27.65,0
3291,1,43.65,27.66,0
3292,1,43.65,27.66,0
3293,1,43.62,27.66,0
3294,1,43.59,27.65,0
3295,1,43.55,27.65,0
3296,1,43.55,27.63,0
3297,1,43.55,27.61,0
3298,1,43.59,27.62,0
3299,1,43.59,27.62,0
3300,1,43.55,27.61,0
3301,1,43.55,27.61,0
3302,1,43.55,27.6,0
3303,1,43.52,27.6,0
3304,1,43.52,27.61,0
3305,1,43.55,27.59,0
3306,1,43.52,27.57,0
3307,1,43.55,27.58,0
3308,1,43.52,27.55,0
3309,1,43.52,27.55,0
3310,1,43.49,27.56,0
3311,1,43.45,27.55,0
3312,1,43.45,27.55,0
3313,1,43.45,27.53,0
3314,1,43.45,27.52,0
3315,1,43.45,27.53,0
3316,1,43.45,27.54,0
3317,1,43.45,27.55,0
3318,1,43.45,27.56,0
3319,1,43.39,27.56,0
3320,1,43.39,27.55,0
3321,1,43.39,27.55,0
3322,1,43.39,27.54,0
3323,1,43.39,27.54,0
3324,1,43.39,27.54,0
3325,1,43.39,27.53,0
3326,1,43.35,27.52,0
3327,1,43.32,27.51,0
3328,1,43.29,27.51,0
3329,1,43.29,27.49,0
3330,1,43.25,27.49,0
3331,1,43.25,27.49,0
3332,1,43.25,27.49,0
3333,1,43.25,27.47,0
3334,1,43.25,27.46,0
3335,1,43.32,27.45,0
3336,1,43.25,27.46,0
3337,1,43.29,27.47,0
3338,1,43.25,27.49,0
3339,1,43.25,27.49,0
3340,1,43.19,27.49,0
3341,1,43.19,27.47,0
3342,1,43.25,27.45,0
3343,1,43.22,27.44,0
3344,1,43.22,27.43,0
3345,1,43.25,27.42,0
3346,1,43.19,27.42,0
3347,1,43.22,27.45,0
3348,1,43.19,27.44,0
3349,1,43.15,27.44,0
3350,1,43.15,27.45,0
3351,1,43.12,27.44,0
3352,1,43.12,27.44,0
3353,1,43.09,27.43,0
3354,1,43.09,27.45,0
3355,1,43.09,27.45,0
3356,1,43.09,27.45,0
3357,1,43.05,27.45,0
3358,1,43.02,27.44,0
3359,1,42.99,27.42,0
3360,1,42.99,27.44,0
3361,1,43.02,27.43,0
3362,1,43.02,27.44,0
3363,1,43.02,27.43,0
3364,1,42.99,27.41,0
3365,1,42.99,27.4,0
3366,1,43.02,27.4,0
3367,1,42.99,27.42,0
3368,1,42.95,27.43,0
3369,1,42.95,27.42,0
3370,1,42.92,27.4,0
3371,1,42.89,27.39,0
3372,1,42.89,27.39,0
3373,1,42.92,27.39,0
3374,1,42.92,27.37,0
3375,1,42.92,27.38,0
3376,1,42.89,27.37,0
3377,1,42.89,27.37,0
3378,1,42.89,27.36,0
3379,1,42.89,27.36,0
3380,1,42.89,27.36,0
3381,1,42.92,27.36,0
3382,1,42.89,27.35,0
3383,1,42.92,27.35,0
3384,1,42.92,27.35,0
3385,1,42.92,27.34,0
3386,1,42.89,27.33,0
3387,1,42.89,27.33,0
3388,1,42.85,27.31,0
3389,1,42.85,27.31,0
3390,1,42.82,27.32,0
3391,1,42.79,27.32,0
3392,1,42.82,27.33,0
3393,1,42.79,27.33,0
3394,1,42.75,27.32,0
3395,1,42.75,27.31,0
3396,1,42.75,27.31,0
3397,1,42.79,27.29,0
3398,1,42.75,27.27,0
3399,1,42.79,27.28,0
3400,1,42.79,27.28,0
3401,1,42.82,27.27,0
3402,1,42.85,27.26,0
3403,1,42.82,27.27,0
3404,1,42.82,27.27,0
3405,1,42.79,27.26,0
3406,1,42.85,27.27,0
3407,1,42.79,27.27,0
3408,1,42.75,27.27,0
3409,1,42.72,27.26,0
3410,1,42.72,27.27,0
3411,1,42.69,27.25,0
3412,1,42.69,27.25,0
3413,1,42.65,27.22,0
3414,1,42.65,27.23,0
3415,1,42.72,27.25,0
3416,1,42.65,27.25,0
3417,1,42.65,27.26,0
3418,1,42.65,27.25,0
3419,1,42.65,27.25,0
3420,1,42.65,27.25,0
3421,1,42.65,27.23,0
3422,1,42.69,27.22,0
3423,1,42.72,27.23,0
3424,1,42.65,27.22,0
3425,1,42.65,27.23,0
3426,1,42.72,27.26,0
3427,1,42.69,27.26,0
3428,1,42.62,27.25,0
3429,1,42.58,27.25,0
3430,1,42.58,27.27,0
3431,1,42.52,27.25,0
3432,1,42.52,27.26,0
3433,1,42.52,27.25,0
3434,1,42.52,27.24,0
3435,1,42.48,27.23,0
3436,1,42.48,27.23,0
3437,1,42.48,27.23,0
3438,1,42.52,27.23,0
3439,1,42.48,27.23,0
3440,1,42.52,27.22,0
3441,1,42.52,27.21,0
3442,1,42.52,27.22,0
3443,1,42.52,27.21,0
3444,1,42.52,27.22,0
3445,1,42.52,27.21,0
3446,1,42.52,27.21,0
3447,1,42.52,27.22,0
3448,1,42.45,27.21,0
3449,1,42.45,27.19,0
3450,1,42.48,27.19,0
3451,1,42.45,27.19,0
3452,1,42.42,27.19,0
3453,1,42.42,27.21,0
3454,1,42.38,27.2,0
3455,1,42.35,27.19,0
3456,1,42.38,27.17,0
3457,1,42.38,27.18,0
3458,1,42.38,27.18,0
3459,1,42.42,27.2,0
3460,1,42.38,27.19,0
3461,1,42.35,27.17,0
3462,1,42.38,27.18,0
3463,1,42.38,27.17,0
3464,1,42.38,27.16,0
3465,1,42.45,27.17,0
3466,1,42.45,27.17,0
3467,1,42.38,27.17,0
3468,1,42.35,27.17,0
3469,1,42.35,27.17,0
3470,1,42.38,27.17,0
3471,1,42.32,27.17,0
3472,1,42.32,27.16,0
3473,1,42.35,27.16,0
3474,1,42.25,27.15,0
3475,1,42.28,27.14,0
3476,1,42.32,27.16,0
3477,1,42.28,27.16,0
3478,1,42.25,27.16,0
3479,1,42.25,27.14,0
3480,1,42.25,27.14,0
3481,1,42.28,27.12,0
3482,1,42.32,27.13,0
3483,1,42.28,27.13,0
3484,1,42.25,27.13,0
3485,1,42.28,27.13,0
3486,1,42.28,27.13,0
3487,1,42.32,27.14,0
3488,1,42.25,27.13,0
3489,1,42.25,27.15,0
3490,1,42.25,27.13,0
3491,1,42.22,27.14,0
3492,1,42.22,27.14,0
3493,1,42.18,27.12,0
3494,1,42.18,27.13,0
3495,1,42.18,27.13,0
3496,1,42.15,27.13,0
3497,1,42.12,27.13,0
3498,1,42.12,27.13,0
3499,1,42.15,27.14,0
3500,1,42.15,27.15,0
3501,1,42.12,27.13,0
3502,1,42.12,27.13,0
3503,1,42.12,27.13,0
3504,1,42.12,27.13,0
3505,1,42.15,27.12,0
3506,1,42.18,27.13,0
3507,1,42.15,27.13,0
3508,1,42.12,27.13,0
3509,1,42.12,27.13,0
3510,1,42.12,27.13,0
3511,1,42.08,27.14,0
3512,1,42.05,27.12,0
3513,1,42.02,27.12,0
3514,1,42.05,27.1,0
3515,1,42.05,27.1,0
3516,1,41.98,27.09,0
3517,1,41.98,27.09,0
3518,1,42.02,27.09,0
3519,1,41.98,27.07,0
3520,1,42.02,27.09,0
3521,1,41.98,27.07,0
3522,1,42.02,27.08,0
3523,1,42.05,27.07,0
3524,1,42.05,27.06,0
3525,1,42.05,27.08,0
3526,1,42.05,27.08,0
3527,1,42.02,27.07,0
3528,1,42.05,27.05,0
3529,1,42.05,27.04,0
3530,1,42.05,27.05,0
3531,1,42.05,27.05,0
3532,1,42.05,27.06,0
3533,1,41.98,27.06,0
3534,1,41.98,27.06,0
3535,1,41.98,27.06,0
3536,1,41.91,27.05,0
3537,1,41.98,27.04,0
3538,1,41.98,27.04,0
3539,1,41.98,27.03,0
3540,1,41.98,27.04,0
3541,1,41.98,27.04,0
3542,1,41.98,27.04,0
3543,1,41.98,27.05,0
3544,1,41.95,27.03,0
3545,1,41.98,27.04,0
3546,1,41.98,27.05,0
3547,1,41.98,27.02,0
3548,1,41.98,27.04,0
3549,1,41.98,27.03,0
3550,1,41.95,27.03,0
3551,1,41.91,27.02,0
3552,1,41.91,27,0
3553,1,41.95,27.03,0
3554,1,41.91,27.02,0
3555,1,41.91,27.03,0
3556,1,41.91,27.03,0
3557,1,41.85,27.01,0
3558,1,41.81,27.01,0
3559,1,41.78,27.03,0
3560,1,41.81,27.01,0
3561,1,41.85,27.02,0
3562,1,41.88,27.02,0
3563,1,41.85,27.01,0
3564,1,41.85,27.01,0
3565,1,41.85,27.01,0
3566,1,41.85,27.01,0
3567,1,41.85,27.01,0
3568,1,41.88,27.01,0
3569,1,41.85,26.99,0
3570,1,41.85,26.99,0
3571,1,41.85,27,0
3572,1,41.81,27,0
3573,1,41.81,26.99,0
3574,1,41.81,27.01,0
3575,1,41.85,27.01,0
3576,1,41.85,27.01,0
3577,1,41.88,27,0
3578,1,41.91,26.99,0
3579,1,42.02,26.99,0
3580,1,42.12,27.02,0
3581,1,42.22,27.01,0
3582,1,42.35,27.02,0
3583,1,42.42,27.03,0
3584,1,42.48,27.04,0
3585,1,42.45,27.06,0
3586,1,42.45,27.09,0
3587,1,42.45,27.11,0
3588,1,42.52,27.11,0
3589,1,42.62,27.12,0
3590,1,42.62,27.13,0
3591,1,42.58,27.14,0
3592,1,42.45,27.14,0
3593,1,42.38,27.15,0
3594,1,42.38,27.18,0
3595,1,42.35,27.18,0
3596,1,42.38,27.19,0
3597,1,42.45,27.21,0
3598,1,42.48,27.22,0
3599,1,42.52,27.23,0
3600,1,42.52,27.24,0
3601,1,42.52,27.24,0
3602,1,42.52,27.24,0
3603,1,42.55,27.27,0
3604,1,42.58,27.28,0
3605,1,42.52,27.27,0
3606,1,42.52,27.29,0
3607,1,42.52,27.29,0
3608,1,42.52,27.3,0
3609,1,42.55,27.31,0
3610,1,42.58,27.31,0
3611,1,42.62,27.32,0
3612,1,42.65,27.33,0
3613,1,42.69,27.34,0
3614,1,42.65,27.33,0
3615,1,42.62,27.33,0
3616,1,42.62,27.35,0
3617,1,42.58,27.35,0
3618,1,42.62,27.37,0
3619,1,42.65,27.37,0
3620,1,42.65,27.37,0
3621,1,42.72,27.38,0
3622,1,42.72,27.38,0
3623,1,42.75,27.4,0
3624,1,42.72,27.39,0
3625,1,42.72,27.39,0
3626,1,42.72,27.4,0
3627,1,42.72,27.4,0
3628,1,42.72,27.42,0
3629,1,42.75,27.41,0
3630,1,42.72,27.41,0
3631,1,42.75,27.41,0
3632,1,42.75,27.42,0
3633,1,42.75,27.43,0
3634,1,42.72,27.43,0
3635,1,42.72,27.43,0
3636,1,42.72,27.44,0
3637,1,42.65,27.44,0
3638,1,42.65,27.45,0
3639,1,42.65,27.45,0
3640,1,42.65,27.45,0
3641,1,42.65,27.45,0
3642,1,42.65,27.45,0
3643,1,42.65,27.46,0
3644,1,42.65,27.45,0
3645,1,42.65,27.46,0
3646,1,42.62,27.45,0
3647,1,42.65,27.46,0
3648,1,42.65,27.47,0
3649,1,42.65,27.46,0
3650,1,42.65,27.48,0
3651,1,42.72,27.47,0
3652,1,42.65,27.47,0
3653,1,42.65,27.46,0
3654,1,42.58,27.48,0
3655,1,42.58,27.48,0
3656,1,42.58,27.48,0
3657,1,42.58,27.47,0
3658,1,42.58,27.48,0
3659,1,42.62,27.48,0
3660,1,42.58,27.48,0
3661,1,42.62,27.49,0
3662,1,42.58,27.48,0
3663,1,42.58,27.49,0
3664,1,42.58,27.49,0
3665,1,42.58,27.5,0
3666,1,42.58,27.49,0
3667,1,42.58,27.49,0
3668,1,41.88,26.53,0
3669,1,41.85,26.54,0
3670,1,41.85,26.51,0
3671,1,41.88,26.5,0
3672,1,41.88,26.49,0
3673,1,41.91,26.49,0
3674,1,41.91,26.49,0
3675,1,41.95,26.49,0
3676,1,42.02,26.49,0
3677,1,42.12,26.51,0
3678,1,42.12,26.51,0
3679,1,42.15,26.53,0
3680,1,42.22,26.56,0
3681,1,42.18,26.58,0
3682,1,42.18,26.57,0
3683,1,42.25,26.6,0
3684,1,42.18,26.6,0
3685,1,42.18,26.6,0
3686,1,42.12,26.59,0
3687,1,42.05,26.59,0
3688,1,42.02,26.58,0
3689,1,41.98,26.58,0
3690,1,41.98,26.59,0
3691,1,41.95,26.59,0
3692,1,41.95,26.62,0
3693,1,41.91,26.6,0
3694,1,41.85,26.6,0
3695,1,41.81,26.59,0
3696,1,41.81,26.61,0
3697,1,41.85,26.61,0
3698,1,41.85,26.61,0
3699,1,41.85,26.61,0
3700,1,41.85,26.61,0
3701,1,41.81,26.61,0
3702,1,41.85,26.6,0
3703,1,41.85,26.61,0
3704,1,41.85,26.61,0
3705,1,41.88,26.61,0
3706,1,41.85,26.6,0
3707,1,41.85,26.6,0
3708,1,41.85,26.59,0
3709,1,41.85,26.59,0
3710,1,41.85,26.59,0
3711,1,41.85,26.59,0
3712,1,41.85,26.59,0
3713,1,41.78,26.61,0
3714,1,41.75,26.61,0
3715,1,41.71,26.62,0
3716,1,41.75,26.6,0
3717,1,41.71,26.6,0
3718,1,41.71,26.6,0
3719,1,41.75,26.61,0
3720,1,41.75,26.61,0
3721,1,41.71,26.61,0
3722,1,41.78,26.61,0
3723,1,41.81,26.63,0
3724,1,41.88,26.62,0
3725,1,41.88,26.63,0
3726,1,41.98,26.64,0
3727,1,42.05,26.65,0
3728,1,42.08,26.65,0
3729,1,42.15,26.67,0
3730,1,42.18,26.69,0
3731,1,42.22,26.72,0
3732,1,42.28,26.75,0
3733,1,42.32,26.77,0
3734,1,42.32,26.77,0
3735,1,42.35,26.79,0
3736,1,42.35,26.79,0
3737,1,42.38,26.8,0
3738,1,42.35,26.8,0
3739,1,42.28,26.82,0
3740,1,42.18,26.83,0
3741,1,42.12,26.82,0
3742,1,42.08,26.85,0
3743,1,42.08,26.85,0
3744,1,42.12,26.87,0
3745,1,42.18,26.87,0
3746,1,42.22,26.89,0
3747,1,42.25,26.89,0
3748,1,42.25,26.91,0
3749,1,42.25,26.91,0
3750,1,42.28,26.91,0
3751,1,42.28,26.92,0
3752,1,42.32,26.93,0
3753,1,42.28,26.94,0
3754,1,42.28,26.95,0
3755,1,42.32,26.96,0
3756,1,42.32,26.97,0
3757,1,42.35,26.97,0
3758,1,42.38,26.97,0
3759,1,42.35,26.97,0
3760,1,42.35,26.99,0
3761,1,42.32,26.99,0
3762,1,42.35,27.01,0
3763,1,42.32,27.01,0
3764,1,42.32,27.01,0
3765,1,42.32,27.01,0
3766,1,42.35,27.03,0
3767,1,42.42,27.03,0
3768,1,42.42,27.03,0
3769,1,42.45,27.04,0
3770,1,42.42,27.05,0
3771,1,42.42,27.05,0
3772,1,42.38,27.05,0
3773,1,42.38,27.07,0
3774,1,42.35,27.06,0
3775,1,42.32,27.07,0
3776,1,42.32,27.07,0
3777,1,42.32,27.08,0
3778,1,42.35,27.07,0
3779,1,42.38,27.08,0
3780,1,42.42,27.08,0
3781,1,42.42,27.09,0
3782,1,42.42,27.09,0
3783,1,42.38,27.09,0
3784,1,42.38,27.09,0
3785,1,42.35,27.09,0
3786,1,42.32,27.11,0
3787,1,42.32,27.1,0
3788,1,42.32,27.1,0
3789,1,42.35,27.12,0
3790,1,42.35,27.11,0
3791,1,42.35,27.12,0
3792,1,42.35,27.13,0
3793,1,42.35,27.14,0
